source_concept_id,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
42505756,Family history of malignant neoplasm of breast,verbatim,4179963,Family history of breast cancer,exactMatch,,,,Family history of malignant neoplasm of breast,4179963,Family history of breast cancer,True,,0.8836265223274695
42617391,"Thoracogenic scoliosis, site unspecified",verbatim,253009,Thoracogenic scoliosis,exactMatch,,,,Thoracogenic scoliosis,253009,Thoracogenic scoliosis,True,,0.8836265223274695
42618665,"Localized osteoporosis [Lequesne], other",verbatim,4004623,Localized osteoporosis - Lequesne,exactMatch,,,,Localized osteoporosis [Lequesne],4004623,Localized osteoporosis - Lequesne,True,,0.8836265223274695
42890581,Haemangioma of bone,verbatim,37310560,Hemangioma of bone,exactMatch,,,,Haemangioma of bone,37310560,Hemangioma of bone,True,,0.8836265223274695
43054172,Myxofibrosarcoma,verbatim,36716855,Primary myxofibrosarcoma,exactMatch,,,,Myxofibrosarcoma,45771359,Myxofibrosarcoma,False,,0.8836265223274695
44504255,"Neoplasm, benign of vulva, NOS",verbatim,438390,Benign neoplasm of vulva,exactMatch,,,,Benign neoplasm of vulva,438390,Benign neoplasm of vulva,True,,0.8836265223274695
44819592,"Migraine, unspecified",verbatim,318736,Migraine,exactMatch,,,,Migraine,318736,Migraine,True,,0.8836265223274695
44821154,"Enthesopathy of elbow, unspecified",verbatim,73842,Enthesopathy of elbow region,exactMatch,,,,Enthesopathy of elbow,73842,Enthesopathy of elbow region,True,,0.8836265223274695
44821843,Other choreas,verbatim,440990,Chorea,exactMatch,,,,chorea,440990,Chorea,True,,0.8836265223274695
44821875,Other macular scars,verbatim,372907,Scarred macula,exactMatch,,,,macular scars,372907,Scarred macula,True,,0.8836265223274695
44822511,Poisoning by antiasthmatics,verbatim,316577,Poisoning by antiasthmatic,exactMatch,,,,Poisoning by antiasthmatics,316577,Poisoning by antiasthmatic,True,,0.8836265223274695
44824615,Other vomiting in newborn,verbatim,4169915,Vomiting in newborn,exactMatch,,,,vomiting in newborn,4169915,Vomiting in newborn,True,,0.8836265223274695
44826331,Madura foot,verbatim,196329,Mycetoma of foot,exactMatch,,,,Madura foot,196329,Mycetoma of foot,True,,0.8836265223274695
44826498,Episodic mood disorders,verbatim,44784632,Episodic mood disorder,exactMatch,,,,Episodic mood disorders,44784632,Episodic mood disorder,True,,0.8836265223274695
44826645,Cerebral embolism without mention of cerebral infarction,verbatim,375557,Cerebral embolism,exactMatch,,,,Cerebral embolism,375557,Cerebral embolism,True,,0.8836265223274695
44827043,"Open dislocation of hip, unspecified site",verbatim,75669,Open dislocation of hip,exactMatch,,,,Open dislocation of hip,75669,Open dislocation of hip,True,,0.8836265223274695
44827270,Late effects of self-inflicted injury,verbatim,435446,Late effect of self inflicted injury,exactMatch,,,,Late effects of self-inflicted injury,435446,Late effect of self inflicted injury,True,,0.8836265223274695
44827457,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",verbatim,256896,Tuberculosis of bronchus,exactMatch,,,,Tuberculosis of bronchus,256896,Tuberculosis of bronchus,True,,0.8836265223274695
44827613,Other specified acquired hypothyroidism,verbatim,138384,Acquired hypothyroidism,exactMatch,,,,acquired hypothyroidism,138384,Acquired hypothyroidism,True,,0.8836265223274695
44827905,"Other specified disorders of uterus, not elsewhere classified",verbatim,200780,Disorder of uterus,exactMatch,,,,disorders of uterus,200780,Disorder of uterus,True,,0.8836265223274695
44828277,Late effects of other and unspecified injuries,verbatim,435119,Late effect of injury,exactMatch,,,,Late effects of injuries,435119,Late effect of injury,True,,0.8836265223274695
44828833,Dissociative identity disorder,verbatim,435230,Multiple personality disorder,exactMatch,,,,Dissociative identity disorder,435230,Multiple personality disorder,True,,0.8836265223274695
44829711,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",verbatim,375732,Tuberculoma of brain,exactMatch,,,,Tuberculoma of brain,375732,Tuberculoma of brain,True,,0.8836265223274695
44829905,Graft-versus-host disease,verbatim,443216,Graft versus host disease,exactMatch,,,,Graft-versus-host disease,443216,Graft versus host disease,True,,0.8836265223274695
44830295,Unspecified disorder of lactation,verbatim,80471,Disorder of lactation,exactMatch,,,,disorder of lactation,80471,Disorder of lactation,True,,0.8836265223274695
44830588,Full-thickness skin loss due to burn [third degree NOS] of trunk,verbatim,198911,Full thickness burn of trunk,exactMatch,,,,third degree burn of trunk,198911,Full thickness burn of trunk,True,,0.8836265223274695
44830718,Terrorism involving other means,verbatim,439237,Assault,broadMatch,,,,Terrorism,4106471,Terrorism,False,,0.8836265223274695
44833187,"Tuberculous fibrosis of lung, bacteriological or histological examination not done",verbatim,258335,Tuberculous fibrosis of lung,exactMatch,,,,Tuberculous fibrosis of lung,258335,Tuberculous fibrosis of lung,True,,0.8836265223274695
44833191,"Tuberculous meningitis, unspecified",verbatim,441775,Tuberculosis of meninges,exactMatch,,,,Tuberculous meningitis,441775,Tuberculosis of meninges,True,,0.8836265223274695
44833229,Other specified viral meningitis,verbatim,433403,Viral meningitis,exactMatch,,,,viral meningitis,433403,Viral meningitis,True,,0.8836265223274695
44833605,"Upper respiratory tract hypersensitivity reaction, site unspecified",verbatim,254387,Upper respiratory tract hypersensitivity reaction,exactMatch,,,,Upper respiratory tract hypersensitivity reaction,254387,Upper respiratory tract hypersensitivity reaction,True,,0.8836265223274695
44836554,Accident caused by unspecified electric current,verbatim,435146,Accident caused by electric current,exactMatch,,,,Accident caused by electric current,435146,Accident caused by electric current,True,,0.8836265223274695
44837370,"Chronic osteomyelitis, site unspecified",verbatim,134735,Chronic osteomyelitis,exactMatch,,,,Chronic osteomyelitis,134735,Chronic osteomyelitis,True,,0.8836265223274695
45420635,Hypertrophic cicatrix,verbatim,4058388,Hypertrophic scar,exactMatch,,,,Hypertrophic cicatrix,4058388,Hypertrophic scar,True,,0.8836265223274695
45423748,Caesarean delivery unspecified,verbatim,193277,Deliveries by cesarean,exactMatch,4015701.0,Cesarean section,exactMatch,Caesarean delivery,193277,Deliveries by cesarean,True,,0.8836265223274695
45433967,[D]Urethral discharge NOS,verbatim,196821,Urethral discharge,exactMatch,,,,Urethral discharge,196821,Urethral discharge,True,,0.8836265223274695
45439381,Fluid diet,verbatim,4033731,Liquid diet,exactMatch,,,,Fluid diet,4033731,Liquid diet,True,,0.8836265223274695
45441866,60 minute serum TSH level,verbatim,4195346,Measurement of serum thyroid stimulating hormone concentration 60 minutes after challenge,exactMatch,,,,60 minute serum TSH level,4195346,Measurement of serum thyroid stimulating hormone concentration 60 minutes after challenge,True,,0.8836265223274695
45448373,Nasal allergy challenge,verbatim,4064986,Nasal provocation test,exactMatch,,,,Nasal allergy challenge,4064986,Nasal provocation test,True,,0.8836265223274695
45448438,Omega-5 gliadin IgE level,verbatim,40480139,Measurement of immunoglobulin E antibody to omega-5 gliadin,exactMatch,,,,Omega-5 gliadin IgE level,40480139,Measurement of immunoglobulin E antibody to omega-5 gliadin,True,,0.8836265223274695
45448546,Total count of motile sperm,verbatim,4043611,Total count of motile spermatozoa,exactMatch,,,,Total count of motile sperm,4043611,Total count of motile spermatozoa,True,,0.8836265223274695
45461957,Valaciclovir level,verbatim,44790058,Valaciclovir measurement,exactMatch,,,,Valaciclovir level,44790058,Valaciclovir measurement,True,,0.8836265223274695
45461999,Vomit pH,verbatim,4055572,Measurement of vomit pH,exactMatch,,,,Vomit pH,4055572,Measurement of vomit pH,True,,0.8836265223274695
45462167,Prognosis poor,verbatim,4063380,Prognosis bad,exactMatch,,,,Prognosis poor,4063380,Prognosis bad,True,,0.8836265223274695
45465339,Serum methaemalbumin level,verbatim,4198877,Serum methemalbumin measurement,exactMatch,,,,Serum methaemalbumin level,4198877,Serum methemalbumin measurement,True,,0.8836265223274695
45467089,Breech presentation NOS,verbatim,74698,Breech presentation,exactMatch,,,,Breech presentation,74698,Breech presentation,True,,0.8836265223274695
45467346,Naevus flammeus,verbatim,4219552,Port-wine stain of skin,exactMatch,,,,Naevus flammeus,4219552,Port-wine stain of skin,True,,0.8836265223274695
45468855,CSF electrophoresis,verbatim,4043594,CSF: electrophoresis,exactMatch,,,,CSF electrophoresis,4043594,CSF: electrophoresis,True,,0.8836265223274695
45472951,Admission to hospital,verbatim,8715,Hospital admission,exactMatch,,,,Admission to hospital,8715,Hospital admission,True,,0.8836265223274695
45475055,Owner-occupier,verbatim,4059643,Lives in own home,exactMatch,,,,Owner-occupier,4059643,Lives in own home,True,,0.8836265223274695
45488815,Synovial fluid exam. NOS,verbatim,4057464,Synovial fluid examination,exactMatch,,,,Synovial fluid examination,4057464,Synovial fluid examination,True,,0.8836265223274695
45491843,O/E - strabismus NOS,verbatim,4329707,Strabismus,exactMatch,,,,strabismus,4329707,Strabismus,True,,0.8836265223274695
45515364,Brucella serology,verbatim,4017915,Measurement of Brucella species antibody,exactMatch,,,,Brucella serology,4017915,Measurement of Brucella species antibody,True,,0.8836265223274695
45515541,Urine screen due,verbatim,4064384,Urine screening due,exactMatch,,,,Urine screen due,4064384,Urine screening due,True,,0.8836265223274695
45518629,Urine sex hor. 24hr. assay NOS,verbatim,4055429,Urine sex hormone 24 hour assay,exactMatch,,,,Urine sex hormone 24 hour assay,4055429,Urine sex hormone 24 hour assay,True,,0.8836265223274695
45532957,Other heavy chain disease,verbatim,4288751,Heavy chain disease,exactMatch,,,,heavy chain disease,4288751,Heavy chain disease,True,,0.8836265223274695
45537885,"Carcinoma in situ of breast, unspecified",verbatim,81250,Carcinoma in situ of breast,exactMatch,,,,Carcinoma in situ of breast,81250,Carcinoma in situ of breast,True,,0.8836265223274695
45547303,Encounter for elective termination of pregnancy,verbatim,4081422,Elective termination of pregnancy,exactMatch,,,,elective termination of pregnancy,4081422,Elective termination of pregnancy,True,,0.8836265223274695
45547418,Gonococcal arthritis,verbatim,74864,Gonococcal infection of joint,exactMatch,,,,Gonococcal arthritis,74864,Gonococcal infection of joint,True,,0.8836265223274695
45547832,Endothelial corneal dystrophy,verbatim,443740,Corneal endothelial dystrophy,exactMatch,,,,Endothelial corneal dystrophy,443740,Corneal endothelial dystrophy,True,,0.8836265223274695
45552782,Other acute ischaemic heart diseases,verbatim,319844,Acute ischemic heart disease,exactMatch,,,,acute ischaemic heart diseases,319844,Acute ischemic heart disease,True,,0.8836265223274695
45557282,"Paralytic lagophthalmos unspecified eye, unspecified eyelid",verbatim,375821,Paralytic lagophthalmos,exactMatch,,,,Paralytic lagophthalmos,375821,Paralytic lagophthalmos,True,,0.8836265223274695
45562265,Other strabismus,verbatim,4329707,Strabismus,exactMatch,,,,strabismus,4329707,Strabismus,True,,0.8836265223274695
45566422,"Antenatal screening, unspecified",verbatim,4087235,Antenatal screening,exactMatch,,,,Antenatal screening,4087235,Antenatal screening,True,,0.8836265223274695
45567300,"Acute appendicitis, other and unspecified",verbatim,4310400,Acute appendicitis,exactMatch,,,,Acute appendicitis,36770381,Acute appendicitis,False,,0.8836265223274695
45567509,Other articular cartilage disorders,verbatim,439103,Articular cartilage disorder,exactMatch,,,,articular cartilage disorders,439103,Articular cartilage disorder,True,,0.8836265223274695
45571415,Other specified intestinal infections,verbatim,198678,Intestinal infectious disease,exactMatch,,,,intestinal infections,198678,Intestinal infectious disease,True,,0.8836265223274695
45582087,"Acquired clubhand, unspecified hand",verbatim,440198,Acquired clubhand,exactMatch,,,,Acquired clubhand,440198,Acquired clubhand,True,,0.8836265223274695
45586121,Eosinophilia,verbatim,4304002,Eosinophil count above reference range,exactMatch,,,,Eosinophilia,4304002,Eosinophil count above reference range,True,,0.8836265223274695
45586237,Other bipolar affective disorders,verbatim,436665,Bipolar disorder,exactMatch,,,,bipolar affective disorders,436665,Bipolar disorder,True,,0.8836265223274695
45590807,Diphtheria,verbatim,4265179,Diphtheria caused by Corynebacterium diphtheriae,exactMatch,,,,Diphtheria,4265179,Diphtheria caused by Corynebacterium diphtheriae,True,,0.8836265223274695
45595597,Other Creutzfeldt-Jakob disease,verbatim,372241,Creutzfeldt-Jakob disease,exactMatch,,,,Creutzfeldt-Jakob disease,372241,Creutzfeldt-Jakob disease,True,,0.8836265223274695
45595843,"Unspecified dementia, unspecified severity, with behavioral disturbance",verbatim,43530666,Dementia with behavioral disturbance,exactMatch,,,,dementia with behavioral disturbance,43530666,Dementia with behavioral disturbance,True,,0.8836265223274695
45596918,"Gestational edema with proteinuria, unspecified trimester",verbatim,4058113,Gestational edema with proteinuria,exactMatch,,,,Gestational edema with proteinuria,4058113,Gestational edema with proteinuria,True,,0.8836265223274695
45597018,Long labour,verbatim,440167,Prolonged labor,exactMatch,,,,Long labour,440167,Prolonged labor,True,,0.8836265223274695
45597198,Abnormal glucose tolerance test,verbatim,440216,Glucose tolerance test outside reference range,exactMatch,,,,Abnormal glucose tolerance test,440216,Glucose tolerance test outside reference range,True,,0.8836265223274695
45600651,Diabetes insipidus,verbatim,1245117,Vasopressin-related polyuria,exactMatch,1245117.0,Vasopressin-related polyuria,broadMatch,Diabetes insipidus,1245117,Vasopressin-related polyuria,True,,0.8836265223274695
45600790,Primary exertional headache,verbatim,372313,Benign exertional headache,exactMatch,,,,Primary exertional headache,372313,Benign exertional headache,True,,0.8836265223274695
45605418,Wernicke encephalopathy,verbatim,4050977,Wernicke's disease,exactMatch,,,,Wernicke encephalopathy,4050977,Wernicke's disease,True,,0.8836265223274695
45605590,Hypertrichosis of right lower eyelid,verbatim,1246330,Hypertrichosis of right lower eyelid,exactMatch,,,,Hypertrichosis of right lower eyelid,1246330,Hypertrichosis of right lower eyelid,True,,0.8836265223274695
45605636,"Disorder of cornea, unspecified",verbatim,377280,Disorder of cornea,exactMatch,,,,Disorder of cornea,377280,Disorder of cornea,True,,0.8836265223274695
45605780,"Acute myocardial infarction, unspecified",verbatim,312327,Acute myocardial infarction,exactMatch,,,,Acute myocardial infarction,312327,Acute myocardial infarction,True,,0.8836265223274695
45606086,"Drug-induced gout, unspecified site",verbatim,4035751,Gout secondary to drug,exactMatch,,,,Drug-induced gout,4035751,Gout secondary to drug,True,,0.8836265223274695
45885744,Haemorrhagic fever with renal syndrome,verbatim,37399017,Hemorrhagic fever with renal syndrome,exactMatch,,,,Haemorrhagic fever with renal syndrome,37399017,Hemorrhagic fever with renal syndrome,True,,0.8836265223274695
